,MTFCC,OID,LNDMRKNS,BASENAME,NAME,LSADC,FUNCSTAT,AREALAND,AREAWATER,CENTLAT,CENTLON,INTPTLAT,INTPTLON,Street Address,City,State,Zip Code
1642,K1236,1104475289656,,Dupage County,Dupage County Jail,,,31380,,41.8688191,-88.1404742,41.8688191,-88.1404742,501 North County Farm Road,Wheaton,IL,60187
1643,K1235,1104475290015,,Dupage County Juvenile,Dupage County Juvenile Detention Ctr,,,30642,,41.8675073,-88.1472653,41.8675073,-88.1472653,418 North County Farm Road,Wheaton,IL,60187
1644,K1237,1104691423795,,Duplin Correctional,Duplin Correctional Ctr,,,37607,,34.9451358,-77.9808211,34.9451358,-77.9808211,360 North Carolina 903,Kenansville,NC,28349
1645,K1236,1104748067073,,Duplin County,Duplin County Detention Ctr,,,3359,,34.9634524,-77.9620885,34.9634524,-77.9620885,208 Duplin Street,Kenansville,NC,28349
1646,K1235,1104469103119,,Dupree,Dupree Hse,,,767,,38.9578767,-77.0315002,38.9578767,-77.0315002,5619 Colorado Avenue Northwest,Washington,DC,20011
1647,K1237,1104755469788,,Duquoin Impact Incarceration Program,Duquoin Impact Incarceration Program,,,157364,,37.982844,-89.215406,37.982844,-89.215406,275 Agriland Acres Drive,Du Quoin,IL,62832
1648,K1236,1104691429530,,Durham County,Durham County Jail,,,22649,,35.9930268,-78.9006782,35.9930268,-78.9006782,219 South Mangum Street,Durham,NC,27701
1649,K1235,1104691430329,,Durham County Youth,Durham County Youth Home,,,19717,,36.0325289,-78.9099497,36.0325289,-78.9099497,2500 Broad Street,Durham,NC,27704
1650,K1236,1104713054070,,Dutchess County,Dutchess County Jail,,,31383,,41.7107561,-73.9213965,41.7107561,-73.9213965,150 North Hamilton Street,Poughkeepsie,NY,12601
1651,K1236,1104476045246,,Duval County,Duval County Jail,,,12908,,27.7627144,-98.2353873,27.7627144,-98.2353873,400 East Gravis Avenue,San Diego,TX,78384
1652,K1235,1104483649472,,Duval Regional,Duval Regional Detention Ctr,,,30072,,30.3460948,-81.6379924,30.3460948,-81.6379924,1283 East 8th Street,Jacksonville,FL,32206
1653,K1237,110413658476,,Dwight Correctional,Dwight Correctional Ctr,,,655224,,41.097216,-88.4755485,41.097216,-88.4755485, Unnamed Road,Dwight,IL,60420
1654,K1236,1104490169604,,Dyer County Law Enforcement,Dyer County Law Enforcement Ctr,,,19970,,36.0301758,-89.3840801,36.0301758,-89.3840801,401 East Cedar Street,Dyersburg,TN,38024
1655,K1236,1104689736724,,Eagle County Justice,Eagle County Justice Ctr,,,24374,,39.6638467,-106.8181621,39.6638467,-106.8181621,885 Chambers Avenue,Eagle,CO,81631
1656,K1235,1104473867625,,Eagle Nest Residential,Eagle Nest Residential Ctr,,,12721,,36.5488544,-105.2283973,36.5488544,-105.2283973,28783 U.S. 64,Eagle Nest,NM,87718
1657,K1235,1104699402991,,Eagle Ridge Boys Ranch,Eagle Ridge Boys Ranch,,,98849,,46.2504992,-94.9507694,46.2504992,-94.9507694,19937 430th Street,Clarissa,MN,56440
1658,K1237,1104698967997,,Earl A Davis Community Work,Earl A Davis Community Work Ctr,,,23760,,35.0874131,-96.4421439,35.0874131,-96.4421439,3297 North 369 Road,Holdenville,OK,74848
1659,K1236,1104692867934,,Early County,Early County Jail,,,10902,,31.3650669,-84.9266491,31.3650669,-84.9266491,531 East South Boulevard,Blakely,GA,39823
1660,K1237,1104690207591,,Earnest C Brooks,Earnest C Brooks Corr Faclty,,,218804,,43.2100642,-86.1722405,43.2100642,-86.1722405,2600 Olthoff Street,Muskegon,MI,49444
1661,K1235,1104486451785,,East Alabama Regional Detention,East Alabama Regional Detention,,,35001,,32.6423794,-85.4282576,32.6423794,-85.4282576,1102 Spring Drive,Opelika,AL,36801
1662,K1237,1104472061398,,East Arkansas Regional Unit,East Arkansas Regional Unit,,,183647,,34.848651,-90.5988669,34.848651,-90.5988669, Lee Road 602,Brickeys,AR,72320
1663,K1236,1104474999074,,East Baton Rouge Parish,East Baton Rouge Parish Jail,,,144784,,30.5342389,-91.1642471,30.5342389,-91.1642471,2867 Brig Gen Isaac Smith Avenue,Baton Rouge,LA,70807
1664,K1237,1104486791351,,East Boise Community Work,East Boise Community Work Ctr,,,12355,,43.6032228,-116.1638315,43.6032228,-116.1638315,2366 Old Penitentiary Road,Boise,ID,83712
1665,K1236,1104474998363,,East Carroll,East Carroll Detention Ctr,,,67752,,32.7353593,-91.1831209,32.7353593,-91.1831209,219 Hollybrook Road,Lake Providence,LA,71254
1666,K1235,1104695499974,,East Central Regional Juvenile,East Central Regional Juvenile Detention Ctr,,,50352,,45.1813356,-93.1241796,45.1813356,-93.1241796,7555 4th Avenue,Circle Pines,MN,55014
1667,K1236,1104692052181,,East Cleveland,East Cleveland Police Dept,,,1648,,41.5299248,-81.5817248,41.5299248,-81.5817248,1824 Marloes Avenue,East Cleveland,OH,44112
1668,K1236,1104474524885,,East County Jail,East County Jail Faclty,,,215097,,34.2483461,-118.8357756,34.2483461,-118.8357756,2101 East Olsen Road,Thousand Oaks,CA,91360
1669,K1236,1104475026225,,East Feliciana Parish,East Feliciana Parish Jail,,,64099,,30.848269,-91.0082875,30.848269,-91.0082875,12345 Haynes Street,Clinton,LA,70722
1670,K1237,1104492695346,,East Hidalgo,East Hidalgo Detention Ctr,,,175652,,26.2962489,-97.9183716,26.2962489,-97.9183716,1300 Texas 107,La Villa,TX,78562
1671,K1237,110534559530,,East Jersey,East Jersey State Prison,,,171366,,40.5904602,-74.2688242,40.5904602,-74.2688242, Unnamed Road,Woodbridge Township,NJ,07001
1672,K1236,1104474529677,,East Mesa Detention,East Mesa Detention Complx,,,851572,,32.5900734,-116.9213382,32.5900734,-116.9213382, Unnamed Road,San Diego,CA,92179
1673,K1237,1104690776656,,East Mississippi,East Mississippi Corr Faclty,,,103042,,32.3387073,-88.7987723,32.3387073,-88.7987723,10641 U.S. 80,Meridian,MS,39307
1674,K1237,1104475373977,,East Moline Correctional,East Moline Correctional Ctr,,,375400,,41.5341352,-90.4191405,41.5341352,-90.4191405,100 Hillcrest Road,East Moline,IL,61244
1675,K1236,1104692921136,,East Point Law Enforcement,East Point Law Enforcement Ctr,,,10737,,33.6806581,-84.4422905,33.6806581,-84.4422905,2727 East Point Street,East Point,GA,30344
1676,K1237,1104481570433,,East Texas Multi-Use,East Texas Multi-Use Faclty,,,202134,,32.1756112,-94.8013488,32.1756112,-94.8013488,900 Industrial Drive,Henderson,TX,75652
1677,K1237,1104486569491,,Easterling,Easterling Corr Faclty,,,151509,,31.6895896,-85.585577,31.6895896,-85.585577,200 Wallace Drive,Clio,AL,36017
1678,K1235,1104485254927,,Eastern Arizona Regional Juvenile Detention,Eastern Arizona Regional Juvenile Detention Faclty,,,4752,,32.8337416,-109.7180962,32.8337416,-109.7180962,919 West Thatcher Boulevard,Safford,AZ,85546
1679,K1237,1104691725148,,Eastern Correctional,Eastern Correctional Instn,,,130477,,35.4804247,-77.5967602,35.4804247,-77.5967602,2730 North Carolina 903,Snow Hill,NC,28580
1680,K1237,1104471723049,,Eastern Correctional,Eastern Correctional Instn,,,909189,16929.0,38.1567527,-75.6998249,38.1580813,-75.7009049,30495 Perry Road,Princess Anne,MD,21853
1681,K1237,1104494356589,,Eastern Kentucky Correctional,Eastern Kentucky Correctional Complx,,,279104,,37.9038612,-83.2678612,37.9038612,-83.2678612,200 Road to Justice,West Liberty,KY,41472
1682,K1237,1104699608615,,Eastern New York,Eastern New York Corr Faclty,,,276480,,41.7412556,-74.3616023,41.7412556,-74.3616023, East Ny Correctional Center,Ellenville,NY,12428
1683,K1237,1104689742104,,Eastern Ohio Correctional Center (Female),Eastern Ohio Correctional Center (Female),,,4167,,40.7741956,-80.7684082,40.7741956,-80.7684082,223 North Market Street,Lisbon,OH,44432
1684,K1237,1104494767794,,Eastern Ohio Correctional Center (Male),Eastern Ohio Correctional Center (Male),,,33708,,40.4004723,-80.7315868,40.4004723,-80.7315868,470 Ohio 43,Richmond,OH,43944
1685,K1237,1104486601390,,Eastern Oregon Correctional,Eastern Oregon Correctional Instn,,,141366,,45.6712849,-118.8170157,45.6712849,-118.8170157,2500 Westgate,Pendleton,OR,97801
1686,K1235,1104486744777,,Eastern Oregon Youth,Eastern Oregon Youth Corr Faclty,,,158942,,43.5873301,-119.0720183,43.5873301,-119.0720183,1800 West Monroe Street,Burns,OR,97720
1687,K1237,1104471332419,,Eastern Pre-Release Unit,Eastern Pre-Release Unit,,,324000,,39.1147527,-75.9855498,39.1147527,-75.9855498,700 Flat Iron Square Road,Church Hill,MD,21623
1688,K1237,1104492872524,,Eastern Reception Diagnostic and Correctional,Eastern Reception Diagnostic and Correctional Ctr,,,587889,,37.925089,-90.5144205,37.925089,-90.5144205,2727 Highway K,Bonne Terre,MO,63628
1689,K1236,1104471025119,,Eastern Regional,Eastern Regional Jail,,,65941,,39.4353435,-77.956327,39.4353435,-77.956327,94 Grapevine Road,Martinsburg,WV,25405
1690,K1236,1104691892354,,Eastern Shore Regional,Eastern Shore Regional Jail,,,231305,,37.3547578,-75.9515899,37.3547578,-75.9515899,4397 Debedeavon Lane,Cape Charles,VA,23310
1691,K1237,1104493283774,,Eastham Unit,Eastham Unit,,,139428,,30.9779715,-95.6325533,30.9779715,-95.6325533,2665 Prison Road 1,Lovelady,TX,75851
1692,K1236,1104494773965,,Eastlake,Eastlake Police Dept,,,6163,,41.6623363,-81.4376976,41.6623363,-81.4376976,35150 Lakeshore Boulevard,Eastlake,OH,44095
1693,K1236,1104476050400,,Eastland County,Eastland County Jail,,,6944,,32.4029246,-98.8194649,32.4029246,-98.8194649,200 North Lamar Street,Eastland,TX,76448
1694,K1235,1104692861819,,Eastman Regional Youth,Eastman Regional Youth Detention Ctr,,,23754,,32.1780595,-83.1571588,32.1780595,-83.1571588,251 Industrial Boulevard,Eastman,GA,31023
1695,K1235,1104692861926,,Eastman Youth Development,Eastman Youth Development Ctr,,,160488,,32.1790883,-83.1517981,32.1790883,-83.1517981,181 Industrial Boulevard,Eastman,GA,31023
1696,K1236,1104689729326,,Eaton County Sheriff's,Eaton County Sheriff's Ofc,,,30134,,42.5797748,-84.8458912,42.5797748,-84.8458912,1025 Independence Boulevard,Charlotte,MI,48813
1697,K1235,1104689732805,,Eaton County Youth,Eaton County Youth Faclty,,,9695,,42.5831292,-84.8478907,42.5831292,-84.8478907,822 Courthouse Drive,Charlotte,MI,48813
1698,K1236,1104474701481,,Eau Claire County,Eau Claire County Jail,,,18697,,44.8079539,-91.5041396,44.8079539,-91.5041396,721 Oxford Avenue,Eau Claire,WI,54703
1699,K1235,1104475166984,,Echo Glen Children's,Echo Glen Children's Ctr,,,2532890,67775.0,47.5218579,-121.8979533,47.5238293,-121.9027022,33010 Southeast 99th Street,Snoqualmie,WA,98065
1700,K1235,1104483805843,,Eckerd Youth Challenge Program,Eckerd Youth Challenge Program,,,104193,,28.4366816,-82.3764962,28.4366816,-82.3764962, Unnamed Road,Brooksville,FL,34602
1701,K1236,1104690690511,,Ecorse,Ecorse Police Dept,,,8182,,42.2545036,-83.1390023,42.2545036,-83.1390023,3869 West Jefferson Avenue,Ecorse,MI,48229
1702,K1236,1104476049472,,Ector County,Ector County Jail,,,77644,,31.8204628,-102.3587329,31.8204628,-102.3587329,2500 U.S. 385,Odessa,TX,79766
1703,K1235,1104476050531,,Ector County Youth,Ector County Youth Ctr,,,39095,,31.9144993,-102.3799524,31.9144993,-102.3799524,1299 East Yukon Road,Odessa,TX,79762
1704,K1236,1104473085828,,Eddy County,Eddy County Detention Ctr,,,7894,,32.4220835,-104.2266962,32.4220835,-104.2266962,201 North Main Street,Carlsbad,NM,88220
1705,K1237,1104476000795,,Eden Correctional,Eden Correctional Instn,,,62150,,31.2176245,-99.8338179,31.2176245,-99.8338179,702 East Broadway Street,Eden,TX,76837
1706,K1236,1104475466466,,Edgar County,Edgar County Jail,,,1534,,39.6128607,-87.6959753,39.6128607,-87.6959753,228 North Central Avenue,Paris,IL,61944
1707,K1237,1104715013849,,Edgecombe,Edgecombe Corr Faclty,,,8209,,40.836222,-73.9378318,40.836222,-73.9378318,611 Edgecombe Avenue,New York,NY,10032
1708,K1236,1104691435198,,Edgecombe County,Edgecombe County Courthouse,,,13289,,35.8976631,-77.5326814,35.8976631,-77.5326814,211 East Saint James Street,Tarboro,NC,27886
1709,K1236,1104691435041,,Edgecombe County,Edgecombe County Detention Ctr,,,46638,,35.9107276,-77.5889402,35.9107276,-77.5889402,3005 Anaconda Road,Tarboro,NC,27886
1710,K1235,1104691436962,,Edgecombe Youth Development,Edgecombe Youth Development Ctr,,,33708,,35.9941948,-77.7718587,35.9941948,-77.7718587,78 Positive Way,Rocky Mount,NC,27801
1711,K1236,1104691948712,,Edgefield County,Edgefield County Jail,,,4254,,33.7892804,-81.9311528,33.7892804,-81.9311528,200 Railroad Street,Edgefield,SC,29824
1712,K1237,1104485384010,,Edinburgh,Edinburgh Corr Faclty,,,12786,,39.3529313,-86.0403158,39.3529313,-86.0403158, Schoolhouse Road,Franklin,IN,46131
1713,K1236,1104699364507,,Edmond,Edmond Police Dept,,,3151,,35.6543602,-97.4799707,35.6543602,-97.4799707,20 South Littler Avenue,Edmond,OK,73034
1714,K1235,1104692866498,,Edmund L Thomas Adolescent,Edmund L Thomas Adolescent Ctr,,,18659,,42.1007656,-80.0408287,42.1007656,-80.0408287, ,,PA,16504
1715,K1236,1104474320842,,Edmunds County,Edmunds County Courthouse,,,12469,,45.4458197,-99.0256922,45.4458197,-99.0256922,210 2nd Avenue,Ipswich,SD,57451
1716,K1237,110421118335,,Edna Mahan Correctional Facility for Women,Edna Mahan Correctional Facility for Women,,,1323653,3463.0,40.6295375,-74.9353161,40.6294919,-74.9352816, Unnamed Road,Union Township,NJ,08867
1717,K1235,1104493814536,,Edward J Ruzzo Juvenile Justice,Edward J Ruzzo Juvenile Justice Ctr,,,59413,,40.5834223,-83.0906817,40.5834223,-83.0906817,1440 Mount Vernon Avenue,Marion,OH,43302
1718,K1236,1104490182132,,Edwards County,Edwards County Courthouse,,,13994,,37.9253931,-99.4146308,37.9253931,-99.4146308,312 Massachusetts Avenue,Kinsley,KS,67547
1719,K1236,1104476081457,,Edwards County,Edwards County Jail,,,2105,,30.0173325,-100.2108415,30.0173325,-100.2108415,400 West Austin Street,Rocksprings,TX,78880
1720,K1237,1104473990873,,Eel River Conservation,Eel River Conservation Cp,,,105379,,40.1373628,-123.8233624,40.1373628,-123.8233624, Unnamed Road,Redway,CA,95560
1721,K1236,1104692868022,,Effingham County Correctional,Effingham County Correctional Instn,,,30664,,32.3660506,-81.3175312,32.3660506,-81.3175312,321 Georgia 119,Springfield,GA,31329
1722,K1236,1104475336023,,Effingham County,Effingham County Jail,,,2686,,39.1216449,-88.5423245,39.1216449,-88.5423245,101 North 4th Street,Effingham,IL,62401
1723,K1236,1104692868374,,Effingham County,Effingham County Jail,,,34597,,32.3644846,-81.3168208,32.3644846,-81.3168208,130 East 1st Street,Springfield,GA,31329
1724,K1237,1104485443653,,Eilizabeth Contract,Eilizabeth Contract Detention Ctr,,,13497,,40.6661003,-74.1898021,40.6661003,-74.1898021,625 Evans Street,Elizabeth,NJ,07201
1725,K1237,1104475039295,,Elayn Hunt Correctional,Elayn Hunt Correctional Ctr,,,488651,,30.2655835,-91.086088,30.2655835,-91.086088,6925 Louisiana 74,Saint Gabriel,LA,70776
1726,K1237,1104485050776,,Elba Work Release,Elba Work Release,,,24771,,31.4129611,-86.0840097,31.4129611,-86.0840097,1620 Boswell Street,Elba,AL,36323
1727,K1236,1104692868431,,Elbert County,Elbert County Jail,,,6578,,34.1099439,-82.8696634,34.1099439,-82.8696634,26 West Church Street,Elberton,GA,30635
1728,K1236,1104493899431,,Elbert County,Elbert County Jail,,,18210,,39.3424889,-104.4641748,39.3424889,-104.4641748,751 Ute Avenue,Kiowa,CO,80117
1729,K1235,1104696020333,,Elbert Shaw Regional Youth,Elbert Shaw Regional Youth Detention Ctr,,,15698,,34.7897087,-84.928069,34.7897087,-84.928069,2735 Underwood Road,Dalton,GA,30721
1730,K1235,1104486674420,,Eldora State Training School for Boys,Eldora State Training School for Boys,,,432488,,42.3584732,-93.1255843,42.3584732,-93.1255843,3211 Edgington Avenue,Eldora,IA,50627
1731,K1237,1104475213576,,Eleanor Chase House Work Release,Eleanor Chase House Work Release,,,5888,,47.6491471,-117.4187001,47.6491471,-117.4187001,417 West 7th Avenue,Spokane,WA,99204
1732,K1236,1104692864889,,Elk City Community Work,Elk City Community Work Ctr,,,13262,,35.425146,-99.390285,35.425146,-99.390285,1325 Airport Industrial,Elk City,OK,73644
1733,K1236,1104692864462,,Elk City,Elk City Police Dept,,,6741,,35.4113382,-99.4001309,35.4113382,-99.4001309,422 East 3rd Street,Elk City,OK,73644
1734,K1236,1104490182447,,Elk County,Elk County Courthouse,,,13135,,37.4695191,-96.2616229,37.4695191,-96.2616229,225 East Washington Street,Howard,KS,67349
1735,K1236,1104692858420,,Elk County,Elk County Prison,,,3472,,41.4210041,-78.7293077,41.4210041,-78.7293077,240 Main Street,Ridgway,PA,15853
1736,K1236,1104492963198,,Elkhart County Community Corrections,Elkhart County Community Corrections,,,32390,,41.5886582,-85.8304589,41.5886582,-85.8304589,201 North Cottage Avenue,Goshen,IN,46528
1737,K1235,1104492962608,,Elkhart County Juvenile,Elkhart County Juvenile Detention Ctr,,,11002,,41.5872384,-85.8370074,41.5872384,-85.8370074,114 North 2nd Street,Goshen,IN,46526
1738,K1236,1104492961677,,Elkhart County Law Enforcement and Corrections,Elkhart County Law Enforcement and Corrections Complx,,,261696,,41.6252293,-85.9805692,41.6252293,-85.9805692, Unnamed Road,Elkhart,IN,46517
1739,K1235,1104483743213,,Elkhorn,Elkhorn Corr Faclty,,,121091,,36.4925366,-119.7800462,36.4925366,-119.7800462,500 East Elkhorn Avenue,Caruthers,CA,93609
1740,K1238,1104475468950,,Elkhorn Treatment,Elkhorn Treatment Ctr,,,17693,,46.2253863,-112.1176469,46.2253863,-112.1176469,3955 Montana 69,Boulder,MT,59632
1741,K1236,1104474540539,,Elko County,Elko County Jail,,,18788,,40.8247117,-115.7726002,40.8247117,-115.7726002,775 West Silver Street,Elko,NV,89801
1742,K1235,1104746278197,,Ella McQueen Reception,Ella McQueen Reception Ctr,,,3653,,40.6870085,-73.9205336,40.6870085,-73.9205336,41 Howard Avenue,Brooklyn,NY,11221
1743,K1237,1104475822119,,Ellen Halbert Unit,Ellen Halbert Unit,,,60695,,30.7429857,-98.2468185,30.7429857,-98.2468185,800 Ellen Halbert Drive,Burnet,TX,78611
1744,K1236,1104490182594,,Ellis County,Ellis County Courthouse,,,16135,,38.8734887,-99.3305182,38.8734887,-99.3305182,105 West 12th Street,Hays,KS,67601
1745,K1236,1104476082173,,Ellis County,Ellis County Jail,,,23194,,32.3832133,-96.8479907,32.3832133,-96.8479907,415 South Flat Street,Waxahachie,TX,75165
1746,K1236,1104693197473,,Ellis County Sheriff's,Ellis County Sheriff's Ofc,,,13002,,36.1343418,-99.7706031,36.1343418,-99.7706031,100 South Washington Street,Arnett,OK,73832
1747,K1235,1103711013306,,Ellisville State,Ellisville State Schl,,,1227928,63188.0,31.5896087,-89.2227046,31.58846,-89.221515, Unnamed Road,Ellisville,MS,39437
1748,K1237,1104490183753,,Ellsworth,Ellsworth Corr Faclty,,,192251,,38.7428287,-98.2323105,38.7428287,-98.2323105,1607 State Street,Ellsworth,KS,67439
1749,K1236,1104490183955,,Ellsworth County,Ellsworth County Jail,,,6736,,38.7308068,-98.23169,38.7308068,-98.23169,210 North Kansas Avenue,Ellsworth,KS,67439
1750,K1237,1104711018821,,Elmira,Elmira Corr Faclty,,,384825,,42.1144505,-76.8317152,42.1144505,-76.8317152,1879 Davis Street,Elmira,NY,14901
1751,K1235,1104699115315,,Elmore Academy Youth Services,Elmore Academy Youth Services,,,9824,,43.5068791,-94.0858771,43.5068791,-94.0858771,202 North Street,Elmore,MN,56027
1752,K1237,1104485195597,,Elmore,Elmore Corr Faclty,,,86064,,32.57748,-86.3326563,32.57748,-86.3326563,2690 Marion Spillway Road,Elmore,AL,36025
1753,K1236,1104486812640,,Elmore County,Elmore County Detention Ctr,,,21539,,43.1363272,-115.6730169,43.1363272,-115.6730169,2255 East 8th North,Mountain Home,ID,83647
1754,K1236,1104485200636,,Elmore County,Elmore County Jail,,,30951,,32.5629507,-86.1961129,32.5629507,-86.1961129,8955 U.S. 231,Wetumpka,AL,36092
1755,K1236,1104474477346,,Elmwood Correctional,Elmwood Correctional Complx,,,283800,,37.4183383,-121.9085863,37.4183383,-121.9085863,701 South Abel Street,Milpitas,CA,95035
1756,K1237,1104486589413,,Eloy,Eloy Detention Ctr,,,326825,,32.8177914,-111.5197874,32.8177914,-111.5197874,1705 East Hanna Road,Eloy,AZ,85131
1757,K1238,1104474166536,,Elsie Dunn,Elsie Dunn Ctr,,,1483,,37.783863,-122.2341431,37.783863,-122.2341431,2344 East 15th Street,Oakland,CA,94601
1758,K1237,110688302083,,Ely Conservation,Ely Conservation Cp,,,114708,,39.0423074,-114.7270791,39.0423074,-114.7270791, Horse and Cattle Camp Loop Road,Ely,NV,89301
1759,K1237,110688302065,,Ely,Ely State Prison,,,233694,,39.3855145,-114.938359,39.3855145,-114.938359, Unnamed Road,Ely,NV,89301
1760,K1236,1104691430791,,Elyria,Elyria Police Dept,,,14551,,41.3695599,-82.1095375,41.3695599,-82.1095375,18 West Avenue,Elyria,OH,44035
1761,K1236,1104692868548,,Emanuel County,Emanuel County Jail,,,13637,,32.6103564,-82.3670796,32.6103564,-82.3670796,769 Georgia 57,Swainsboro,GA,30401
1762,K1237,1104692868642,,Emanuel Probation,Emanuel Probation Detention Ctr,,,58494,,32.5717734,-82.1609296,32.5717734,-82.1609296,121 Casa Drive,Twin City,GA,30471
1763,K1237,1104692868721,,Emanuel Women's,Emanuel Women's Faclty,,,85386,,32.6126703,-82.3565143,32.6126703,-82.3565143,714 Gumlog Road,Swainsboro,GA,30401
1764,K1236,1104492514697,,Emery County,Emery County Jail,,,28185,,39.2160331,-111.020758,39.2160331,-111.020758,85 Esquire Parkway,Castle Dale,UT,84513
1765,K1236,1104689734030,,Emmet County,Emmet County Corr Faclty,,,14448,,45.3753862,-84.9531209,45.3753862,-84.9531209,450 Bay Street,Petoskey,MI,49770
1766,K1236,1104486670730,,Emmet County Sheriff's,Emmet County Sheriff's Ofc,,,11394,,43.4034388,-94.8360608,43.4034388,-94.8360608,609 1st Avenue North,Estherville,IA,51334
1767,K1236,1104474605195,,Emmons County,Emmons County Courthouse,,,12567,,46.2671215,-100.2369559,46.2671215,-100.2369559,100 4th Street Southwest,Linton,ND,58552
1768,K1237,1104474973933,,Enfield Correctional,Enfield Correctional Instn,,,80146,,42.0195207,-72.51086,42.0195207,-72.51086,289 Shaker Road,Enfield,CT,06082
1769,K1237,1104698749875,,Enid Community Corrections,Enid Community Corrections Ctr,,,9816,,36.3957547,-97.8481153,36.3957547,-97.8481153,2020 East Maine Avenue,Enid,OK,73701
1770,K1236,1104475167531,,Enumclaw,Enumclaw Police Dept,,,920,,47.2045825,-121.9897227,47.2045825,-121.9897227,1705 Wells Street,Enumclaw,WA,98022
1771,K1236,1104476082941,,Erath County,Erath County Jail,,,12639,,32.213107,-98.1892277,32.213107,-98.1892277,1043 Glen Rose Road,Stephenville,TX,76401
1772,K1237,1104699598195,,Erie Community Corrections,Erie Community Corrections Ctr,,,17553,,42.1320356,-80.089652,42.1320356,-80.089652,124 West 3rd Street,Erie,PA,16507
1773,K1236,1104702011836,,Erie County,Erie County Corr Faclty,,,444696,,42.9328384,-78.555127,42.9328384,-78.555127,11598 Walden Avenue,Alden,NY,14004
1774,K1236,1104702009875,,Erie County Holding,Erie County Holding Faclty,,,8472,,42.8842603,-78.879397,42.8842603,-78.879397, ,Buffalo,NY,14202
1775,K1236,1104691903742,,Erie County,Erie County Jail,,,28323,,41.42895,-82.6922243,41.42895,-82.6922243, Erie County Sheriff,Sandusky,OH,44870
1776,K1235,1104702007991,,Erie County Juvenile,Erie County Juvenile Detention Ctr,,,38427,,42.9156753,-78.8353822,42.9156753,-78.8353822,810 East Ferry Street,Buffalo,NY,14211
1777,K1235,1104691904248,,Erie County Juvenile,Erie County Juvenile Detention Ctr,,,46821,,41.4426017,-82.7299901,41.4426017,-82.7299901,1338 Tiffin Avenue,Sandusky,OH,44870
1778,K1236,1104692870501,,Erie County,Erie County Prison,,,84430,,42.1241345,-80.0674649,42.1241345,-80.0674649,1618 Ash Street,Erie,PA,16503
1779,K1237,1104476046056,,Ernestine Glossbrenner Unit,Ernestine Glossbrenner Unit,,,142892,,27.7094851,-98.2560368,27.7094851,-98.2560368,5100 Farm to Market Road 1329,San Diego,TX,78384
1780,K1236,1104483366968,,Escambia County,Escambia County Jail,,,25192,,30.443652,-87.2367965,30.443652,-87.2367965,1800 Saint Mary Avenue,Pensacola,FL,32501
1781,K1236,1104485213572,,Escambia County,Escambia County Jail,,,6759,,31.1072963,-87.0730213,31.1072963,-87.0730213,316 Court Street,Brewton,AL,36426
1782,K1235,1104483369404,,Escambia County Juvenile Detention,Escambia County Juvenile Detention,,,39447,,30.4421736,-87.2372203,30.4421736,-87.2372203,1800 Saint Mary Avenue,Pensacola,FL,32501
1783,K1236,1104483384082,,Escambia County Road,Escambia County Road Prison,,,280189,15126.0,30.5982062,-87.3323709,30.5991029,-87.3310029,601 County Road 297A,Cantonment,FL,32533
1784,K1236,1104474493899,,Esmeralda County Courthouse and,Esmeralda County Courthouse and Jail,,,4945,,37.7080369,-117.2333646,37.7080369,-117.2333646,233 Crook Avenue,Goldfield,NV,89013
1785,K1236,1104474599623,,Essex County,Essex County Corr Faclty,,,85752,,40.7211613,-74.1271936,40.7211613,-74.1271936,351-373 Doremus Avenue,Newark,NJ,07105
1786,K1236,1104702609420,,Essex County,Essex County Jail,,,36124,,44.2821447,-73.5367694,44.2821447,-73.5367694,710 Stowersville Road,Lewis,NY,12950
1787,K1235,1104474614449,,Essex County Juvenile,Essex County Juvenile Detention Ctr,,,11086,,40.7477958,-74.1852577,40.7477958,-74.1852577,208-222 Sussex Avenue,Newark,NJ,07103
1788,K1237,1104493262052,,Estelle Regional Medical,Estelle Regional Medical Ctr,,,1078812,9948.0,30.8899576,-95.4843278,30.8894783,-95.4856148, Unnamed Road,Huntsville,TX,77320
1789,K1236,1104493667235,,Estill County,Estill County Jail,,,6620,,37.7002964,-83.9747874,37.7002964,-83.9747874,130 Main Street,Irvine,KY,40336
1790,K1235,1104474834216,,Ethan Allen,Ethan Allen Schl,,,230072,,43.0255643,-88.3888627,43.0255643,-88.3888627, Reservoir Road,Delafield,WI,53018
1791,K1236,1104485222908,,Etowah County,Etowah County Jail,,,8727,,34.0165421,-86.0124347,34.0165421,-86.0124347,827 Forrest Avenue,Gadsden,AL,35901
1792,K1236,1104692050143,,Euclid City,Euclid City Jail,,,12610,,41.6004921,-81.5259749,41.6004921,-81.5259749,545 East 222nd Street,Euclid,OH,44123
1793,K1236,1104699253244,,Eufaula,Eufaula Police Dept,,,5198,,35.2867659,-95.5795775,35.2867659,-95.5795775,107 McKinley Avenue,Eufaula,OK,74432
1794,K1236,1104475124982,,Eunice Police,Eunice Police Dept,,,10489,,30.4921984,-92.4157382,30.4921984,-92.4157382,300 South 2nd Street,Eunice,LA,70535
1795,K1236,1104474494164,,Eureka County,Eureka County Detention Ctr,,,5237,,39.5169573,-115.9623447,39.5169573,-115.9623447,411 North Main Street,Eureka,NV,89316
1796,K1236,1104475028950,,Evangeline Parish,Evangeline Parish Jail,,,13473,,30.6883376,-92.2791697,30.6883376,-92.2791697,200 Court Street,Ville Platte,LA,70586
